"","Samples","Time","Treatment","Fragment","TreatmentTank","Antibiotic","Dose","Pretreatment","PretreatmentAbx","PretreatmentDose","Tank","CoralID","Sample_control","quant_reading","PreQC","PostQC","is.neg","PostDecontam","Observed","Shannon","InvSimpson","PD","SR"
"455","G7_T48_S2_1_d","48","Streptomycin High","d","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_d","True Sample"," 3.800"," 82196","16265","FALSE","13012",16,1.82893117986501,3.45597052084794,2.34137,16
"456","G7_T48_S2_2_a","48","Streptomycin High","a","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_a","True Sample"," 4.600"," 52369"," 9102","FALSE"," 8965",13,1.74813273030969,3.52909555774391,2.37655,13
"457","G7_T48_S2_2_b","48","Streptomycin High","b","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_b","True Sample"," 2.100"," 47597"," 8032","FALSE"," 6027",9,1.271795663683,2.49376707856384,2.15437,9
"458","G7_T48_S2_2_c","48","Streptomycin High","c","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_c","True Sample","10.300"," 71485"," 9225","FALSE"," 8754",21,2.34094662140754,6.41687731135921,3.05847,21
"459","G7_T48_S2_2_d","48","Streptomycin High","d","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_d","True Sample"," 3.200"," 61344"," 9985","FALSE"," 7884",15,2.04389367092734,6.40783786222226,2.24126,15
"460","G7_T48_S2_3_a","48","Streptomycin High","a","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_a","True Sample"," 3.900"," 74183","12149","FALSE","10629",17,1.69461411451448,3.15057955541038,2.81664,17
"461","G7_T48_S2_3_b","48","Streptomycin High","b","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_b","True Sample","13.000"," 89036","17506","FALSE","14664",40,2.19426847229077,3.31611869794854,5.26538,40
"462","G7_T48_S2_3_c","48","Streptomycin High","c","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_c","True Sample"," 3.700"," 84342","17990","FALSE","15660",23,1.27055970021141,1.77389029325812,3.40025,23
"463","G7_T48_S2_3_d","48","Streptomycin High","d","S2_3","Streptomycin","High","Streptomycin High","Streptomycin","High","18","S2_3_d","True Sample","12.900"," 84318","16430","FALSE","15924",23,1.47939104564113,2.17899293919128,3.0866,23
"464","G7_T96_A1_1_a","96","Ampicillin Low","a","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_a","True Sample"," 7.200"," 68744","11349","FALSE","11349",6,0.733940673779333,1.59708201616656,1.30191,6
"465","G7_T96_A1_1_b","96","Ampicillin Low","b","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_b","True Sample","22.400"," 68340","10338","FALSE","10338",18,2.24217237679362,5.02887580487157,2.95525,18
"466","G7_T96_A1_1_c","96","Ampicillin Low","c","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_c","True Sample"," 9.200"," 69017"," 9165","FALSE"," 8514",4,0.886398191257399,1.87731350730072,0.99592,4
"467","G7_T96_A1_1_d","96","Ampicillin Low","d","A1_1","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","7","A1_1_d","True Sample","19.200"," 75101"," 7935","FALSE"," 7525",17,2.47881925344508,9.11876941841948,2.21093,17
"468","G7_T96_A1_2_a","96","Ampicillin Low","a","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_a","True Sample"," 2.000"," 51893"," 9121","FALSE"," 9121",5,0.722931431896765,1.47724033542101,0.93295,5
"469","G7_T96_A1_2_b","96","Ampicillin Low","b","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_b","True Sample"," 4.200"," 70165"," 6901","FALSE"," 6587",8,1.75851376284807,4.90503460600015,1.13471,8
"470","G7_T96_A1_2_c","96","Ampicillin Low","c","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_c","True Sample","26.600"," 64973"," 8928","FALSE"," 8398",24,2.45828830652894,6.65147646814049,3.16709,24
"471","G7_T96_A1_2_d","96","Ampicillin Low","d","A1_2","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","8","A1_2_d","True Sample","13.000"," 67572"," 7280","FALSE"," 6924",18,2.35283464330552,7.52899566811705,2.4477,18
"472","G7_T96_A1_3_a","96","Ampicillin Low","a","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_a","True Sample"," 9.100"," 81561","17964","FALSE","17907",19,1.90772556902659,4.88437893558833,2.64615,19
"473","G7_T96_A1_3_b","96","Ampicillin Low","b","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_b","True Sample","16.000"," 53962"," 8233","FALSE"," 7923",37,2.6606577869021,8.51648894457537,4.40038,37
"474","G7_T96_A1_3_c","96","Ampicillin Low","c","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_c","True Sample"," 7.100"," 77394","18030","FALSE","18030",20,1.69538339139731,4.15694219322931,2.73685,20
"475","G7_T96_A1_3_d","96","Ampicillin Low","d","A1_3","Ampicillin","Low","Ampicillin Low","Ampicillin","Low","9","A1_3_d","True Sample"," 9.900"," 57603","10639","FALSE","10160",34,2.42243959830218,6.06349595952883,4.44154,34
"476","G7_T96_A2_1_a","96","Ampicillin High","a","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_a","True Sample","24.000"," 98558","18433","FALSE","18309",32,1.1216850415435,1.68129437608376,4.14,32
"477","G7_T96_A2_1_b","96","Ampicillin High","b","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_b","True Sample"," 1.900"," 54071"," 6921","FALSE"," 6921",5,1.26714848218629,2.87481690291145,1.12902,5
"478","G7_T96_A2_1_c","96","Ampicillin High","c","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_c","True Sample","14.900"," 63922","11599","FALSE","11507",18,1.31007712377947,2.15171816416783,2.64847,18
"479","G7_T96_A2_1_d","96","Ampicillin High","d","A2_1","Ampicillin","High","Ampicillin High","Ampicillin","High","10","A2_1_d","True Sample"," 4.200"," 61721","12845","FALSE","12845",13,1.82555578366234,3.86403421865055,2.35603,13
"480","G7_T96_A2_2_a","96","Ampicillin High","a","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_a","True Sample"," 8.000"," 61321"," 9869","FALSE"," 8664",17,2.39029157245125,8.55069192199033,3.40001,17
"481","G7_T96_A2_2_b","96","Ampicillin High","b","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_b","True Sample"," 5.200"," 59021","10978","FALSE"," 8240",10,1.94121721532686,5.6551029613286,2.3094,10
"482","G7_T96_A2_2_c","96","Ampicillin High","c","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_c","True Sample"," 4.200"," 47742"," 9869","FALSE"," 9290",13,2.06379862172264,5.32186875079562,2.30433,13
"483","G7_T96_A2_2_d","96","Ampicillin High","d","A2_2","Ampicillin","High","Ampicillin High","Ampicillin","High","11","A2_2_d","True Sample","24.700"," 45303"," 7005","FALSE"," 7005",18,2.2278510685165,5.12723752645655,3.06376,18
"484","G7_T96_A2_3_a","96","Ampicillin High","a","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_a","True Sample"," 6.300"," 72924","11110","FALSE","10396",12,1.98332954950985,5.83507374132791,2.51357,12
"485","G7_T96_A2_3_b","96","Ampicillin High","b","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_b","True Sample","20.700"," 72905","16152","FALSE","15283",25,2.7515183662051,11.3079805394178,3.45049,25
"486","G7_T96_A2_3_c","96","Ampicillin High","c","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_c","True Sample"," 9.100"," 63889","10412","FALSE"," 8629",13,2.20147766364728,7.61721368417204,2.63432,13
"487","G7_T96_A2_3_d","96","Ampicillin High","d","A2_3","Ampicillin","High","Ampicillin High","Ampicillin","High","12","A2_3_d","True Sample"," 5.800"," 59096"," 9774","FALSE"," 9268",12,2.14500509925558,7.33103432097028,1.96945,12
"488","G7_T96_B2_a","96","Blank","a","B2","Blank","Blank","Blank","Blank","Blank","2","B2_a","True Sample","11.506"," 91200","17835","FALSE","16665",7,0.332297629515788,1.13550148105729,1.26047,7
"489","G7_T96_B2_b","96","Blank","b","B2","Blank","Blank","Blank","Blank","Blank","2","B2_b","True Sample"," 8.622"," 55960","10874","FALSE","10874",7,0.639496194861391,1.37076012925939,1.23967,7
"490","G7_T96_B2_c","96","Blank","c","B2","Blank","Blank","Blank","Blank","Blank","2","B2_c","True Sample"," 5.915"," 62803","12772","FALSE","11930",16,2.06100353304363,4.74047600446894,2.50582,16
"491","G7_T96_B2_d","96","Blank","d","B2","Blank","Blank","Blank","Blank","Blank","2","B2_d","True Sample"," 2.661"," 66589"," 8142","FALSE"," 5651",12,1.77982374998254,4.62694600094908,1.92068,12
"492","G7_T96_B3_a","96","Blank","a","B3","Blank","Blank","Blank","Blank","Blank","3","B3_a","True Sample","13.000"," 61154","12273","FALSE","11807",27,1.37749253667785,1.98762109581526,4.29018,27
"493","G7_T96_B3_b","96","Blank","b","B3","Blank","Blank","Blank","Blank","Blank","3","B3_b","True Sample","15.800"," 45514"," 9183","FALSE"," 9067",17,0.634623948835993,1.27599690575854,2.37741,17
"494","G7_T96_B3_d","96","Blank","d","B3","Blank","Blank","Blank","Blank","Blank","3","B3_d","True Sample"," 9.600"," 70983","14104","FALSE","14081",22,1.32259144459359,2.12923611525129,3.73716,22
"495","G7_T96_B4_a","96","Blank","a","B4","Blank","Blank","Blank","Blank","Blank","4","B4_a","True Sample","13.000"," 69596","12892","FALSE","12866",9,0.332285100589073,1.13664376738667,1.65038,9
"496","G7_T96_B4_b","96","Blank","b","B4","Blank","Blank","Blank","Blank","Blank","4","B4_b","True Sample","15.200"," 57600","10953","FALSE","10214",45,2.04842901417163,2.98260449614504,5.54231,45
"497","G7_T96_B4_c","96","Blank","c","B4","Blank","Blank","Blank","Blank","Blank","4","B4_c","True Sample","12.400"," 62143","12013","FALSE","12013",23,0.681527909820041,1.32314882746256,3.62002,23
"498","G7_T96_B4_d","96","Blank","d","B4","Blank","Blank","Blank","Blank","Blank","4","B4_d","True Sample","10.200"," 66473","13087","FALSE","12985",17,1.10036603456136,1.74165319672084,2.65031,17
"499","G7_T96_B5_a","96","Blank","a","B5","Blank","Blank","Blank","Blank","Blank","5","B5_a","True Sample","26.600"," 62766","12351","FALSE","12048",12,0.40877007711494,1.16195301062025,1.83581,12
"500","G7_T96_B5_b","96","Blank","b","B5","Blank","Blank","Blank","Blank","Blank","5","B5_b","True Sample","16.000"," 77849","15623","FALSE","13267",30,2.38066702550539,5.97167229755553,3.88575,30
"501","G7_T96_B5_c","96","Blank","c","B5","Blank","Blank","Blank","Blank","Blank","5","B5_c","True Sample","20.100"," 63550","11128","FALSE"," 9853",25,2.27154404690979,4.32512033349792,3.39867,25
"502","G7_T96_B5_d","96","Blank","d","B5","Blank","Blank","Blank","Blank","Blank","5","B5_d","True Sample","11.400"," 46066"," 8590","FALSE"," 8332",9,1.10617586728546,1.92862721549123,1.52775,9
"503","G7_T96_B6_a","96","Blank","a","B6","Blank","Blank","Blank","Blank","Blank","6","B6_a","True Sample","16.500"," 50388"," 9575","FALSE"," 9170",12,1.20220223547332,1.89090906890579,2.1312,12
"504","G7_T96_B6_b","96","Blank","b","B6","Blank","Blank","Blank","Blank","Blank","6","B6_b","True Sample","15.300"," 64808","13449","FALSE","13449",11,1.7754281907892,4.2349868867866,1.96124,11
"505","G7_T96_B6_c","96","Blank","c","B6","Blank","Blank","Blank","Blank","Blank","6","B6_c","True Sample","19.200"," 59236"," 9940","FALSE"," 9363",40,3.05368882474818,11.47713479298,5.23348,40
"506","G7_T96_B6_d","96","Blank","d","B6","Blank","Blank","Blank","Blank","Blank","6","B6_d","True Sample","12.900"," 64399","11630","FALSE","11419",14,1.28997123050488,2.51222044513331,2.3413,14
"507","G7_T96_C1_1_a","96","Ciprofloxacin Low","a","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_a","True Sample"," 2.600"," 31255"," 6137","FALSE"," 4297",17,2.40592970342161,9.07848734928272,3.03743,17
"508","G7_T96_C1_1_b","96","Ciprofloxacin Low","b","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_b","True Sample"," 8.000"," 63202"," 6045","FALSE"," 5668",20,2.60926967215625,10.4877649733821,3.31994,20
"509","G7_T96_C1_1_c","96","Ciprofloxacin Low","c","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_c","True Sample"," 6.300"," 76631","15518","FALSE","15432",4,0.0520962657858781,1.01615268173667,0.94343,4
"510","G7_T96_C1_1_d","96","Ciprofloxacin Low","d","C1_1","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","19","C1_1_d","True Sample"," 2.800"," 73914"," 9960","FALSE"," 6943",7,0.489875428765579,1.24599860009565,1.47861,7
"511","G7_T96_C1_2_a","96","Ciprofloxacin Low","a","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_a","True Sample","23.800"," 70907"," 9598","FALSE"," 9037",51,2.98806229571026,10.9533536101815,5.62679,51
"512","G7_T96_C1_2_b","96","Ciprofloxacin Low","b","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_b","True Sample","26.800"," 76451","11047","FALSE","10366",65,3.23235770818374,15.0671573336676,6.80714,65
"513","G7_T96_C1_2_c","96","Ciprofloxacin Low","c","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_c","True Sample","19.700"," 71811","10472","FALSE","10236",54,3.13674811362934,15.0823192987325,6.36438,54
"514","G7_T96_C1_2_d","96","Ciprofloxacin Low","d","C1_2","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","20","C1_2_d","True Sample"," 6.800"," 85017"," 6028","FALSE"," 5922",28,2.3326189345,5.79423154120069,3.89446,28
"515","G7_T96_C1_3_a","96","Ciprofloxacin Low","a","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_a","True Sample"," 6.000"," 84167","16214","FALSE","14635",10,0.766184532028878,1.46433037636219,1.85026,10
"516","G7_T96_C1_3_b","96","Ciprofloxacin Low","b","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_b","True Sample"," 6.800"," 82064","16490","FALSE","15782",8,0.510257245425379,1.26767725221118,1.58646,8
"517","G7_T96_C1_3_c","96","Ciprofloxacin Low","c","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_c","True Sample"," 3.000"," 72380","11641","FALSE"," 8392",10,1.61938699240358,3.90795362353276,1.5832,10
"518","G7_T96_C1_3_d","96","Ciprofloxacin Low","d","C1_3","Ciprofloxacin","Low","Ciprofloxacin Low","Ciprofloxacin","Low","21","C1_3_d","True Sample"," 1.700"," 53421"," 7878","FALSE"," 6830",13,2.05905379391362,6.52583054245314,2.56273,13
"519","G7_T96_C2_1_a","96","Ciprofloxacin High","a","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_a","True Sample"," 2.700"," 83405"," 6833","FALSE"," 3957",15,1.94545912838826,4.80206517168821,2.33485,15
"520","G7_T96_C2_1_c","96","Ciprofloxacin High","c","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_c","True Sample"," 3.400"," 87861"," 9931","FALSE"," 6178",16,2.09815071299447,5.19271839638886,3.31878,16
"521","G7_T96_C2_1_d","96","Ciprofloxacin High","d","C2_1","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","22","C2_1_d","True Sample"," 2.500"," 63301","10472","FALSE"," 4507",6,0.881589815925753,1.89155158351064,1.53896,6
"522","G7_T96_C2_2_a","96","Ciprofloxacin High","a","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_a","True Sample"," 2.500"," 66325","11202","FALSE"," 8126",12,1.91588356620384,5.61987439355935,1.94449,12
"523","G7_T96_C2_2_b","96","Ciprofloxacin High","b","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_b","True Sample"," 2.900"," 62939"," 6750","FALSE"," 5920",10,1.59054007765281,4.06541215636291,2.37385,10
"524","G7_T96_C2_2_c","96","Ciprofloxacin High","c","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_c","True Sample"," 3.900"," 65274"," 6742","FALSE"," 5598",7,0.656606420921458,1.54593434726014,1.47483,7
"525","G7_T96_C2_2_d","96","Ciprofloxacin High","d","C2_2","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","23","C2_2_d","True Sample"," 3.800"," 90987","10449","FALSE"," 9447",8,1.29300750595802,2.4317008190941,1.78944,8
"526","G7_T96_C2_3_a","96","Ciprofloxacin High","a","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_a","True Sample"," 8.600"," 72336"," 3460","FALSE"," 3185",9,1.6168037403743,3.74735365641474,2.32287,9
"527","G7_T96_C2_3_b","96","Ciprofloxacin High","b","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_b","True Sample"," 6.700"," 72272"," 3749","FALSE"," 2644",9,1.3394032010275,3.18598641700399,1.795,9
"528","G7_T96_C2_3_c","96","Ciprofloxacin High","c","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_c","True Sample","12.900"," 58941"," 6779","FALSE"," 5985",22,2.7258592418787,12.6014416049196,3.21845,22
"529","G7_T96_C2_3_d","96","Ciprofloxacin High","d","C2_3","Ciprofloxacin","High","Ciprofloxacin High","Ciprofloxacin","High","24","C2_3_d","True Sample"," 6.600"," 69580"," 3698","FALSE"," 3541",10,1.75309734078802,4.93214166440733,1.90034,10
"530","G7_T96_M1_1_a","96","Mixture Low","a","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_a","True Sample"," 2.500"," 83398"," 5532","FALSE"," 4978",16,2.15470022084971,6.13577898318735,2.8998,16
"531","G7_T96_M1_1_b","96","Mixture Low","b","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_b","True Sample"," 4.000"," 58338"," 4555","FALSE"," 4125",16,2.38754667720839,8.58077014745305,2.69607,16
"532","G7_T96_M1_1_c","96","Mixture Low","c","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_c","True Sample"," 2.100"," 48314"," 9507","FALSE"," 5650",11,1.84868020015718,4.79323884900914,2.0688,11
"533","G7_T96_M1_1_d","96","Mixture Low","d","M1_1","Mixture","Low","Mixture Low","Mixture","Low","25","M1_1_d","True Sample"," 1.800"," 56149"," 7159","FALSE"," 2621",7,1.32014202640882,3.20511473464042,1.38363,7
"534","G7_T96_M1_2_a","96","Mixture Low","a","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_a","True Sample","14.000"," 65276","11578","FALSE","11187",26,2.02475015999678,4.15678598637705,3.12091,26
"535","G7_T96_M1_2_b","96","Mixture Low","b","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_b","True Sample"," 2.700"," 57245"," 9708","FALSE"," 8358",10,1.24139343057364,2.39448326380712,1.89884,10
"536","G7_T96_M1_2_c","96","Mixture Low","c","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_c","True Sample"," 2.400"," 63023"," 7617","FALSE"," 6303",8,0.843248760000293,1.99542011175949,1.74518,8
"537","G7_T96_M1_2_d","96","Mixture Low","d","M1_2","Mixture","Low","Mixture Low","Mixture","Low","26","M1_2_d","True Sample"," 3.000"," 31934"," 3339","FALSE"," 2861",14,1.64614386930843,3.6489486295559,2.69664,14
"538","G7_T96_M1_3_a","96","Mixture Low","a","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_a","True Sample"," 4.500"," 64156"," 9809","FALSE"," 8112",14,1.90150884007388,5.53221942464033,1.84536,14
"539","G7_T96_M1_3_b","96","Mixture Low","b","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_b","True Sample"," 5.200"," 72960","12081","FALSE","11206",16,2.13630696661452,5.83093370974731,3.00235,16
"540","G7_T96_M1_3_c","96","Mixture Low","c","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_c","True Sample"," 3.400"," 56958"," 6423","FALSE"," 5854",15,2.10216485759464,6.85764946109848,2.24962,15
"541","G7_T96_M1_3_d","96","Mixture Low","d","M1_3","Mixture","Low","Mixture Low","Mixture","Low","27","M1_3_d","True Sample"," 9.100"," 89642","22896","FALSE","20607",28,2.38400775434696,5.3990316296869,4.26168,28
"542","G7_T96_M2_1_a","96","Mixture High","a","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_a","True Sample"," 2.013"," 59525"," 3516","FALSE"," 3516",7,1.16351780286692,2.58029946049022,1.32822,7
"543","G7_T96_M2_1_c","96","Mixture High","c","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_c","True Sample"," 2.334"," 75862","12149","FALSE"," 2644",10,1.75446071244976,3.97814356911738,1.76993,10
"544","G7_T96_M2_1_d","96","Mixture High","d","M2_1","Mixture","High","Mixture High","Mixture","High","28","M2_1_d","True Sample"," 1.860"," 49738"," 3598","FALSE"," 2980",4,0.959947607231839,2.37604837074103,1.07313,4
"545","G7_T96_M2_2_a","96","Mixture High","a","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_a","True Sample"," 3.274"," 66942"," 5941","FALSE"," 3549",10,1.88766176046914,5.16191631117721,1.97693,10
"546","G7_T96_M2_2_c","96","Mixture High","c","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_c","True Sample"," 4.891"," 46298"," 1938","FALSE"," 1666",4,0.772700424222077,1.67809923651199,0.96254,4
"547","G7_T96_M2_2_d","96","Mixture High","d","M2_2","Mixture","High","Mixture High","Mixture","High","29","M2_2_d","True Sample","12.116"," 93266"," 1569","FALSE"," 1279",11,1.95914153942358,5.41807153190746,1.6813,11
"548","G7_T96_M2_3_a","96","Mixture High","a","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_a","True Sample"," 2.505"," 61641"," 5616","FALSE"," 2889",8,1.16613237118377,2.60606146708811,1.54432,8
"549","G7_T96_M2_3_b","96","Mixture High","b","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_b","True Sample"," 2.306"," 44066"," 2734","FALSE"," 2734",5,1.20288000879599,2.92568249887666,1.31231,5
"550","G7_T96_M2_3_c","96","Mixture High","c","M2_3","Mixture","High","Mixture High","Mixture","High","30","M2_3_c","True Sample"," 1.930","136282","19803","FALSE","19756",24,0.718229529026841,1.4095454644379,3.00439,24
"551","G7_T96_S1_1_a","96","Streptomycin Low","a","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_a","True Sample"," 3.800"," 58442"," 2035","FALSE"," 1832",2,0.362727810291531,1.2626345315773,0.77153,2
"552","G7_T96_S1_1_b","96","Streptomycin Low","b","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_b","True Sample"," 4.800"," 30532"," 6199","FALSE"," 6199",7,1.14795491392849,2.16092046222262,1.9405,7
"553","G7_T96_S1_1_c","96","Streptomycin Low","c","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_c","True Sample","16.600"," 57673"," 6739","FALSE"," 5531",25,2.72073879682427,10.9509642104968,3.78636,25
"554","G7_T96_S1_1_d","96","Streptomycin Low","d","S1_1","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","13","S1_1_d","True Sample"," 1.900"," 26837"," 5108","FALSE"," 3044",6,1.31013098237614,3.07335029337331,1.49978,6
"555","G7_T96_S1_2_a","96","Streptomycin Low","a","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_a","True Sample"," 7.000"," 54586"," 4042","FALSE"," 3891",12,2.12921356489425,7.11249558739321,2.83922,12
"556","G7_T96_S1_2_b","96","Streptomycin Low","b","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_b","True Sample"," 2.100"," 43896"," 6291","FALSE"," 5757",5,0.949899262533284,2.28583675431662,1.65244,5
"557","G7_T96_S1_2_c","96","Streptomycin Low","c","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_c","True Sample"," 3.000"," 21557"," 2805","FALSE"," 2805",7,1.6404616734721,4.34728977622137,1.68937,7
"558","G7_T96_S1_2_d","96","Streptomycin Low","d","S1_2","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","14","S1_2_d","True Sample","20.900"," 37796"," 6149","FALSE"," 6011",19,2.54877299835503,10.5366616821232,2.55307,19
"559","G7_T96_S1_3_a","96","Streptomycin Low","a","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_a","True Sample","21.200"," 55467"," 4478","FALSE"," 4352",14,2.46416283471873,10.2406429616709,2.72764,14
"560","G7_T96_S1_3_b","96","Streptomycin Low","b","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_b","True Sample"," 9.800"," 41754"," 5291","FALSE"," 5291",11,2.08811087796007,6.65357597771638,2.77284,11
"561","G7_T96_S1_3_c","96","Streptomycin Low","c","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_c","True Sample"," 8.900"," 25496"," 4805","FALSE"," 4750",12,2.07782596680438,6.0532216687763,2.25239,12
"562","G7_T96_S1_3_d","96","Streptomycin Low","d","S1_3","Streptomycin","Low","Streptomycin Low","Streptomycin","Low","15","S1_3_d","True Sample","12.000"," 61249"," 9716","FALSE"," 9716",17,2.15693080559699,5.60700795253152,3.50601,17
"563","G7_T96_S2_1_a","96","Streptomycin High","a","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_a","True Sample"," 8.400"," 79253","11982","FALSE","11982",16,2.15825456045994,5.3154756032427,2.91422,16
"564","G7_T96_S2_1_b","96","Streptomycin High","b","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_b","True Sample","15.300"," 70617"," 9256","FALSE"," 9087",16,2.45375524020336,8.87556528475299,2.63336,16
"565","G7_T96_S2_1_c","96","Streptomycin High","c","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_c","True Sample"," 2.500"," 60089"," 6735","FALSE"," 6266",8,1.52298359938303,3.20442651788557,1.60104,8
"566","G7_T96_S2_1_d","96","Streptomycin High","d","S2_1","Streptomycin","High","Streptomycin High","Streptomycin","High","16","S2_1_d","True Sample"," 3.800"," 70879","11389","FALSE"," 8643",8,1.6448474665813,3.93428299580857,2.20575,8
"567","G7_T96_S2_2_a","96","Streptomycin High","a","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_a","True Sample"," 5.800"," 66644","11825","FALSE","10509",14,1.66503120265941,3.44638391613983,1.87968,14
"568","G7_T96_S2_2_b","96","Streptomycin High","b","S2_2","Streptomycin","High","Streptomycin High","Streptomycin","High","17","S2_2_b","True Sample","17.300"," 73082","11509","FALSE","10661",25,2.40317482288995,6.98420006324892,3.69916,25
